Article 1,Article 2,Heading 1,Heading 2,Cosine Similarity,Fuzzy Similarity,Final Score,Status
7,20,Rain halts play after Ishant stri,Time for vigilance against measures hamper trade WTO,0.0,0.41,0.12,🟢 Safe
13,35,oil drops after yemen inspired gai,Ishaq Dar wants timelines for power projects strictly followed,0.04,0.3,0.12,🟢 Safe
34,45,Pakistan must speed up reform of energy sector World B,Pakistan win toss opt to field in T20 series decider,0.01,0.37,0.12,🟢 Safe
7,42,Rain halts play after Ishant stri,Third of Britons to tighten belts over Brexit ,0.02,0.36,0.12,🟢 Safe
33,45,strike piles up trade cargoes prolonged stand off feared,Pakistan win toss opt to field in T20 series decider,0.04,0.31,0.12,🟢 Safe
7,9,Rain halts play after Ishant stri,Canny Sevilla retain iron grip on Europa League trophy,0.06,0.25,0.12,🟢 Safe
15,20,De Villiers appointed South Africa Test captai,Time for vigilance against measures hamper trade WTO,0.01,0.37,0.12,🟢 Safe
35,49,Ishaq Dar wants timelines for power projects strictly followed,Global diesel demand crumbling warns IEA,0.01,0.37,0.12,🟢 Safe
13,30,oil drops after yemen inspired gai,Chandimal century Sri Lanka frustrate England,0.02,0.35,0.12,🟢 Safe
16,37,Former England captain Carr dead at 89,Pakistan shares close lower rupee weaker,0.0,0.4,0.12,🟢 Safe
6,39,Serena beats Sharapova to reach semi fi,Power tariff increased for Karachi under FCA,0.03,0.34,0.12,🟢 Safe
2,30,oil prices up in asi,Chandimal century Sri Lanka frustrate England,0.01,0.38,0.12,🟢 Safe
2,23,oil prices up in asi,Karachi win toss bat against Peshawar,0.01,0.36,0.12,🟢 Safe
20,40,Time for vigilance against measures hamper trade WTO,New Zealand record dramatic win over Aussi,0.02,0.33,0.12,🟢 Safe
20,39,Time for vigilance against measures hamper trade WTO,Power tariff increased for Karachi under FCA,0.0,0.41,0.12,🟢 Safe
20,22,Time for vigilance against measures hamper trade WTO,In form Ali boosts Paki,0.01,0.39,0.12,🟢 Safe
20,23,Time for vigilance against measures hamper trade WTO,Karachi win toss bat against Peshawar,0.01,0.37,0.12,🟢 Safe
29,35,Gold slips Brexit tensions ease stocks rally,Ishaq Dar wants timelines for power projects strictly followed,0.04,0.31,0.12,🟢 Safe
19,33,Wales overtake England in FIFA world ranking,strike piles up trade cargoes prolonged stand off feared,0.03,0.33,0.12,🟢 Safe
30,39,Chandimal century Sri Lanka frustrate England,Power tariff increased for Karachi under FCA,0.0,0.41,0.12,🟢 Safe
23,27,Karachi win toss bat against Peshawar,Brother Brussels suicide bomber Rio Olympi,0.01,0.39,0.12,🟢 Safe
3,10,Asian shares edge lower as Fed rate talk reviv,Belgium beat Republic of Ireland 3 0 at Euro 2016,0.05,0.28,0.12,🟢 Safe
8,35,Hamilton back in the hunt as F1 heads to Baku,Ishaq Dar wants timelines for power projects strictly followed,0.02,0.35,0.12,🟢 Safe
10,48,Belgium beat Republic of Ireland 3 0 at Euro 2016,Trade Policy Framework 2015 18 to be announced ,0.0,0.35,0.11,🟢 Safe
12,23,Cash bet could make break Modi,Karachi win toss bat against Peshawar,0.01,0.34,0.11,🟢 Safe
18,43,WB acknowledges Pakistans growing economy,British shoppers begin feel post Brexit pi,0.06,0.23,0.11,🟢 Safe
18,25,WB acknowledges Pakistans growing economy,Nintendos market cap doubles to 42 billion since Pokemon GO lau,0.03,0.31,0.11,🟢 Safe
20,44,Time for vigilance against measures hamper trade WTO,External sharia audits gain traction in Islamic finance study find,0.03,0.31,0.11,🟢 Safe
20,46,Time for vigilance against measures hamper trade WTO,England call up uncapped trio for Sri Lanka T20,0.04,0.29,0.11,🟢 Safe
20,38,Time for vigilance against measures hamper trade WTO,Cook ready for Pakistan after Sri Lanka su,0.04,0.29,0.11,🟢 Safe
4,39,Sri Lanka beat Australia 229 runs clinch seri,Power tariff increased for Karachi under FCA,0.0,0.36,0.11,🟢 Safe
4,35,Sri Lanka beat Australia 229 runs clinch seri,Ishaq Dar wants timelines for power projects strictly followed,0.01,0.35,0.11,🟢 Safe
26,35,Dubai plane crash survivor hits 1m j,Ishaq Dar wants timelines for power projects strictly followed,0.0,0.35,0.11,🟢 Safe
23,35,Karachi win toss bat against Peshawar,Ishaq Dar wants timelines for power projects strictly followed,0.0,0.37,0.11,🟢 Safe
23,47,Karachi win toss bat against Peshawar,Volkswagen says did not breach market disclosure ru,0.0,0.37,0.11,🟢 Safe
23,24,Karachi win toss bat against Peshawar,Economic Survey Pakistan misses GDP targ,0.01,0.36,0.11,🟢 Safe
30,44,Chandimal century Sri Lanka frustrate England,External sharia audits gain traction in Islamic finance study find,0.01,0.36,0.11,🟢 Safe
30,36,Chandimal century Sri Lanka frustrate England,punjab govt presents rs 1.45tr budg,0.0,0.37,0.11,🟢 Safe
30,43,Chandimal century Sri Lanka frustrate England,British shoppers begin feel post Brexit pi,0.03,0.29,0.11,🟢 Safe
19,35,Wales overtake England in FIFA world ranking,Ishaq Dar wants timelines for power projects strictly followed,0.0,0.38,0.11,🟢 Safe
2,10,oil prices up in asi,Belgium beat Republic of Ireland 3 0 at Euro 2016,0.01,0.34,0.11,🟢 Safe
17,22,Xi pushes China backed trade deals to fill US void,In form Ali boosts Paki,0.01,0.37,0.11,🟢 Safe
18,26,WB acknowledges Pakistans growing economy,Dubai plane crash survivor hits 1m j,0.01,0.33,0.11,🟢 Safe
9,37,Canny Sevilla retain iron grip on Europa League trophy,Pakistan shares close lower rupee weaker,0.02,0.32,0.11,🟢 Safe
10,17,Belgium beat Republic of Ireland 3 0 at Euro 2016,Xi pushes China backed trade deals to fill US void,0.03,0.31,0.11,🟢 Safe
10,13,Belgium beat Republic of Ireland 3 0 at Euro 2016,oil drops after yemen inspired gai,0.03,0.3,0.11,🟢 Safe
39,41,Power tariff increased for Karachi under FCA,Hartley Wilson in England Womens squad for Pakistan ODI,0.01,0.35,0.11,🟢 Safe
10,34,Belgium beat Republic of Ireland 3 0 at Euro 2016,Pakistan must speed up reform of energy sector World B,0.02,0.3,0.11,🟢 Safe
10,32,Belgium beat Republic of Ireland 3 0 at Euro 2016,Iran says will resist curbs on oil output as part of global ,0.02,0.3,0.11,🟢 Safe
39,40,Power tariff increased for Karachi under FCA,New Zealand record dramatic win over Aussi,0.0,0.36,0.11,🟢 Safe
7,12,Rain halts play after Ishant stri,Cash bet could make break Modi,0.03,0.29,0.11,🟢 Safe
7,48,Rain halts play after Ishant stri,Trade Policy Framework 2015 18 to be announced ,0.01,0.34,0.11,🟢 Safe
13,45,oil drops after yemen inspired gai,Pakistan win toss opt to field in T20 series decider,0.0,0.37,0.11,🟢 Safe
14,37,Narine sinks Proteas in West Indies r,Pakistan shares close lower rupee weaker,0.03,0.31,0.11,🟢 Safe
7,47,Rain halts play after Ishant stri,Volkswagen says did not breach market disclosure ru,0.03,0.31,0.11,🟢 Safe
35,43,Ishaq Dar wants timelines for power projects strictly followed,British shoppers begin feel post Brexit pi,0.06,0.24,0.11,🟢 Safe
35,40,Ishaq Dar wants timelines for power projects strictly followed,New Zealand record dramatic win over Aussi,0.01,0.33,0.11,🟢 Safe
12,39,Cash bet could make break Modi,Power tariff increased for Karachi under FCA,0.01,0.35,0.11,🟢 Safe
8,39,Hamilton back in the hunt as F1 heads to Baku,Power tariff increased for Karachi under FCA,0.0,0.38,0.11,🟢 Safe
9,39,Canny Sevilla retain iron grip on Europa League trophy,Power tariff increased for Karachi under FCA,0.03,0.3,0.11,🟢 Safe
9,35,Canny Sevilla retain iron grip on Europa League trophy,Ishaq Dar wants timelines for power projects strictly followed,0.04,0.27,0.11,🟢 Safe
38,39,Cook ready for Pakistan after Sri Lanka su,Power tariff increased for Karachi under FCA,0.02,0.31,0.11,🟢 Safe
37,46,Pakistan shares close lower rupee weaker,England call up uncapped trio for Sri Lanka T20,0.01,0.33,0.11,🟢 Safe
16,39,Former England captain Carr dead at 89,Power tariff increased for Karachi under FCA,0.0,0.38,0.11,🟢 Safe
33,39,strike piles up trade cargoes prolonged stand off feared,Power tariff increased for Karachi under FCA,0.04,0.26,0.11,🟢 Safe
7,33,Rain halts play after Ishant stri,strike piles up trade cargoes prolonged stand off feared,0.06,0.21,0.11,🟢 Safe
13,23,oil drops after yemen inspired gai,Karachi win toss bat against Peshawar,0.0,0.35,0.11,🟢 Safe
13,18,oil drops after yemen inspired gai,WB acknowledges Pakistans growing economy,0.03,0.29,0.11,🟢 Safe
3,7,Asian shares edge lower as Fed rate talk reviv,Rain halts play after Ishant stri,0.03,0.27,0.1,🟢 Safe
28,35,Boult strikes hurt Zimbabwe after New Zealand build massive lead,Ishaq Dar wants timelines for power projects strictly followed,0.01,0.32,0.1,🟢 Safe
3,35,Asian shares edge lower as Fed rate talk reviv,Ishaq Dar wants timelines for power projects strictly followed,0.02,0.29,0.1,🟢 Safe
28,39,Boult strikes hurt Zimbabwe after New Zealand build massive lead,Power tariff increased for Karachi under FCA,0.0,0.35,0.1,🟢 Safe
23,29,Karachi win toss bat against Peshawar,Gold slips Brexit tensions ease stocks rally,0.01,0.33,0.1,🟢 Safe
3,23,Asian shares edge lower as Fed rate talk reviv,Karachi win toss bat against Peshawar,0.01,0.33,0.1,🟢 Safe
18,46,WB acknowledges Pakistans growing economy,England call up uncapped trio for Sri Lanka T20,0.02,0.27,0.1,🟢 Safe
35,41,Ishaq Dar wants timelines for power projects strictly followed,Hartley Wilson in England Womens squad for Pakistan ODI,0.01,0.32,0.1,🟢 Safe
18,21,WB acknowledges Pakistans growing economy,Asian shares rise dollar nurses losses after jobs ,0.03,0.27,0.1,🟢 Safe
18,40,WB acknowledges Pakistans growing economy,New Zealand record dramatic win over Aussi,0.01,0.31,0.1,🟢 Safe
18,28,WB acknowledges Pakistans growing economy,Boult strikes hurt Zimbabwe after New Zealand build massive lead,0.02,0.31,0.1,🟢 Safe
30,33,Chandimal century Sri Lanka frustrate England,strike piles up trade cargoes prolonged stand off feared,0.03,0.28,0.1,🟢 Safe
21,23,Asian shares rise dollar nurses losses after jobs ,Karachi win toss bat against Peshawar,0.0,0.32,0.1,🟢 Safe
21,35,Asian shares rise dollar nurses losses after jobs ,Ishaq Dar wants timelines for power projects strictly followed,0.01,0.29,0.1,🟢 Safe
14,39,Narine sinks Proteas in West Indies r,Power tariff increased for Karachi under FCA,0.02,0.29,0.1,🟢 Safe
7,25,Rain halts play after Ishant stri,Nintendos market cap doubles to 42 billion since Pokemon GO lau,0.02,0.3,0.1,🟢 Safe
7,29,Rain halts play after Ishant stri,Gold slips Brexit tensions ease stocks rally,0.03,0.28,0.1,🟢 Safe
7,13,Rain halts play after Ishant stri,oil drops after yemen inspired gai,0.02,0.29,0.1,🟢 Safe
7,24,Rain halts play after Ishant stri,Economic Survey Pakistan misses GDP targ,0.01,0.31,0.1,🟢 Safe
7,32,Rain halts play after Ishant stri,Iran says will resist curbs on oil output as part of global ,0.03,0.29,0.1,🟢 Safe
7,34,Rain halts play after Ishant stri,Pakistan must speed up reform of energy sector World B,0.02,0.29,0.1,🟢 Safe
35,47,Ishaq Dar wants timelines for power projects strictly followed,Volkswagen says did not breach market disclosure ru,0.01,0.33,0.1,🟢 Safe
13,20,oil drops after yemen inspired gai,Time for vigilance against measures hamper trade WTO,0.02,0.31,0.1,🟢 Safe
10,44,Belgium beat Republic of Ireland 3 0 at Euro 2016,External sharia audits gain traction in Islamic finance study find,0.01,0.31,0.1,🟢 Safe
14,18,Narine sinks Proteas in West Indies r,WB acknowledges Pakistans growing economy,0.04,0.24,0.1,🟢 Safe
7,44,Rain halts play after Ishant stri,External sharia audits gain traction in Islamic finance study find,0.02,0.29,0.1,🟢 Safe
9,18,Canny Sevilla retain iron grip on Europa League trophy,WB acknowledges Pakistans growing economy,0.03,0.26,0.1,🟢 Safe
10,24,Belgium beat Republic of Ireland 3 0 at Euro 2016,Economic Survey Pakistan misses GDP targ,0.01,0.33,0.1,🟢 Safe
10,25,Belgium beat Republic of Ireland 3 0 at Euro 2016,Nintendos market cap doubles to 42 billion since Pokemon GO lau,0.01,0.32,0.1,🟢 Safe
23,43,Karachi win toss bat against Peshawar,British shoppers begin feel post Brexit pi,0.01,0.28,0.09,🟢 Safe
7,17,Rain halts play after Ishant stri,Xi pushes China backed trade deals to fill US void,0.01,0.28,0.09,🟢 Safe
35,46,Ishaq Dar wants timelines for power projects strictly followed,England call up uncapped trio for Sri Lanka T20,0.01,0.28,0.09,🟢 Safe
35,38,Ishaq Dar wants timelines for power projects strictly followed,Cook ready for Pakistan after Sri Lanka su,0.01,0.29,0.09,🟢 Safe
7,36,Rain halts play after Ishant stri,punjab govt presents rs 1.45tr budg,0.0,0.31,0.09,🟢 Safe
7,43,Rain halts play after Ishant stri,British shoppers begin feel post Brexit pi,0.04,0.22,0.09,🟢 Safe
14,20,Narine sinks Proteas in West Indies r,Time for vigilance against measures hamper trade WTO,0.01,0.27,0.09,🟢 Safe
14,35,Narine sinks Proteas in West Indies r,Ishaq Dar wants timelines for power projects strictly followed,0.02,0.26,0.09,🟢 Safe
7,21,Rain halts play after Ishant stri,Asian shares rise dollar nurses losses after jobs ,0.02,0.26,0.09,🟢 Safe
39,46,Power tariff increased for Karachi under FCA,England call up uncapped trio for Sri Lanka T20,0.0,0.31,0.09,🟢 Safe
